class_id,ethnic,n_eff,n_indiv,share_in_class,mean_dkl,share_positive_dkl,class_name
042,AIAN,227.5948,37619,0.006049996012653181,-0.03145023684501029,0.4507541472828026,Scientific & Tech Services
042,2+races,687.4695,37619,0.018274528828517506,-0.024935131160930553,0.4589679978529957,Scientific & Tech Services
042,Hispanic,3018.9299,37619,0.08025013689890748,-0.025505350403137856,0.45832786644035695,Scientific & Tech Services
043,White,7222.627700000001,13091,0.5517246734397678,0.06022626367106192,0.6212142985024688,Hotel/Restaurant/Food
043,Black,1424.7569999999998,13091,0.10883484836910853,0.06249548414693919,0.6419830890460619,Hotel/Restaurant/Food
043,API,2155.756,13091,0.164674661981514,0.0683152503978376,0.6530435726492237,Hotel/Restaurant/Food
043,AIAN,70.1799,13091,0.005360927354671148,0.057727087007735496,0.6364771109676702,Hotel/Restaurant/Food
043,2+races,251.2244,13091,0.01919061950958674,0.06075906927369046,0.6267798828457746,Hotel/Restaurant/Food
043,Hispanic,1916.5505,13091,0.14640214651287145,0.06935906416834739,0.6606246482939009,Hotel/Restaurant/Food
044,White,13748.805199999999,21060,0.6528397530864197,0.04690460988518546,0.6005512246256861,Medical & Veterinary
044,Black,2709.8360000000002,21060,0.1286721747388414,0.05020956606602313,0.6194325782076848,Medical & Veterinary
044,API,1781.9403,21060,0.08461254985754986,0.0318143542388378,0.5602730349608234,Medical & Veterinary
044,AIAN,128.346,21060,0.006094301994301995,0.04215212820741416,0.5994273292506194,Medical & Veterinary
044,2+races,404.98800000000006,21060,0.01923019943019943,0.04611488133744813,0.5996367793613637,Medical & Veterinary
044,Hispanic,2202.8688,21060,0.10459965811965813,0.04908403893921762,0.614053183739313,Medical & Veterinary
045,White,9357.4156,13891,0.6736315312072565,0.008822590016164953,0.49810660328050405,Legal & Personal
045,Black,2016.404,13891,0.1451590238283781,0.007618742522551266,0.49047457751522017,Legal & Personal
045,API,833.6018,13891,0.060010208048376645,0.02706615370221124,0.5285332877160295,Legal & Personal
045,AIAN,92.9431,13891,0.0066908861852998346,0.00908610450822543,0.5081592931589327,Legal & Personal
045,2+races,265.0839,13891,0.019083140162695272,0.011275185511267603,0.5015204620122157,Legal & Personal
045,Hispanic,1274.5485,13891,0.09175354546108992,0.016488885141479597,0.5144967806246683,Legal & Personal
